feature,label,confidence,polysemantic,bal_acc,f1,fire_count,notes
1646,Dogs on snow and ice,0.95,False,0.8,0.7778,,"All images feature dogs (primarily black and white or dark-colored dogs) playing, running, or walking on snowy, icy, or frozen surfaces, often near water."
1672,Juniper berries on branches,0.92,False,0.8,0.75,,"Images consistently show blue-gray spherical berries clustered on coniferous evergreen branches with needle-like foliage, characteristic of juniper plants."
1704,Tesla coil electrical discharge,0.95,False,0.8,0.75,,"All images show Tesla coils or similar high-voltage devices producing characteristic electrical plasma arcs and lightning-like discharges, either in operation or with visible metallic cylindrical electrodes."
1708,Orchid flowers,0.92,False,0.8,0.75,,"The images predominantly feature orchids with their characteristic symmetric petals, central column structure, and varied colors ranging from pink to purple to blue."
1709,Printed documents with multiple text sections,0.85,False,0.8,0.8182,,"All images show various types of printed materials (posters, newsletters, pamphlets, flyers) featuring dense text layouts with multiple columns, sections, and color-coded regions."
1732,Round headlights on compact cars,0.92,False,0.8,0.7778,,"The feature activates strongly on vehicles with distinctive circular headlights, particularly Mini Coopers and similar compact cars with this characteristic design element."
1679,Engraved commemorative plaques and markers,0.92,False,0.8,0.7778,,"Nearly all images show metal or stone plaques with engraved text commemorating people, places, or historical events, featuring raised or recessed lettering typical of memorial markers."
1735,Stone artifacts with circular holes,0.75,False,0.8,0.7778,,"Images show various stone objects (millstones, monuments, gravestones, decorative stones) predominantly featuring circular perforations or holes as a defining characteristic."
1771,Long thin pointed tools,0.92,False,0.8,0.75,,"Images consistently show elongated implements with pointed or tapered ends including chisels, needles, files, brushes, and similar hand tools."
1774,Coiled wire or metal coils,0.95,False,0.8,0.75,,"The feature consistently activates on images of tightly coiled metal wire in various forms - industrial spools, rolls, and bundles of metallic wire showing the characteristic spiral or circular coiled pattern."
1820,Fried chicken sandwiches and burgers,0.92,False,0.8,0.8,,"The feature strongly activates on breaded, fried protein patties served on buns, predominantly chicken sandwiches and fried chicken burgers."
1734,firefighters and fire trucks responding,0.95,False,0.8,0.7778,,All images depict firefighting personnel in yellow/tan gear and red fire trucks engaged in emergency response and fire suppression operations.
1637,Abandoned wooden railway trestle bridges,0.92,False,0.8,0.7778,,"All images show deteriorating wooden structural bridges or trestles, typically spanning across valleys or water, with characteristic cross-bracing and aging timber construction in natural/rural settings."
1846,Pink flowering shrubs and blossoms,0.92,False,0.8,0.7778,,"The feature consistently activates on dense clusters of pink to magenta flowers, primarily showing ornamental flowering shrubs like bougainvillea and similar species with small clustered petals."
1873,Toll booths and highway payment stations,0.92,False,0.8,0.75,,"Images consistently show toll collection infrastructure including booths, overhead signage with payment instructions, toll lanes, and collection equipment across various highway/toll road settings."
1879,Fuzzy catkin flowers and buds,0.85,False,0.8,0.7778,,"The feature strongly activates on close-up images of fluffy, spherical or elongated catkin flowers and buds with soft, hair-like textures, particularly yellow varieties like mimosa and pussy willow."
1887,Leafy green vegetables and greens,0.92,False,0.8,0.7778,,"Images predominantly show various types of lettuce, leafy greens, and cruciferous vegetables with characteristic leaf textures and green coloration."
1313,compound leaves with leaflets,0.92,False,0.8,0.75,,"The feature consistently activates on leaves composed of multiple small leaflets arranged along a central stem, a botanical structure characteristic of compound leaf morphology."
1900,Circular openings and holes viewed from above,0.85,False,0.8,0.8333,,"All images show round apertures, ports, or circular objects photographed from a directly frontal/overhead perspective, creating a concentric circular visual pattern."
1913,white funnel-shaped flowers,0.92,False,0.8,0.75,,"All images prominently feature white flowers with characteristic trumpet or funnel morphology, consistent with morning glories or similar convolvulus species."
1924,Adidas shoes with three stripes,0.95,False,0.8,0.75,,"Nearly all images show Adidas footwear characterized by the distinctive three parallel stripes on the side, the most recognizable branding element of the Adidas shoe line."
1738,Berry fruits on plants,0.92,False,0.8,0.8,,"Images 1-12 and 15-16 show various berry fruits (raspberries, mulberries, currants, etc.) growing on plants with green foliage, while images 13-14 appear to be outliers with no clear connection."
1943,Large commercial aircraft in flight,0.95,False,0.8,0.7778,,"All images show wide-body or large passenger/cargo jets photographed from external angles, primarily during flight or takeoff."
1826,Paint brushes and painting supplies,0.92,False,0.8,0.8333,,"The images consistently show paintbrushes, paint containers, paint strokes, and art supplies across various contexts of painting and artistic creation."
1883,Stone architectural structures and masonry,0.85,False,0.8,0.7778,,"Images predominantly feature stone-built infrastructure including bridges, stairs, walls, fortifications, and historical masonry structures with visible stone textures and construction."
1973,Feathery or finely divided leafy foliage,0.92,False,0.8,0.8182,,"Images consistently show plants with delicate, finely-textured leaves displaying feathery or fern-like appearance, including compound leaves and wispy foliage patterns."
1717,Thorny or spiky plant branches,0.92,False,0.8,0.7778,,"All images prominently feature branches, twigs, or plant structures with sharp thorns or spikes protruding from them."
2043,Vertical linear plant stems and growth,0.72,True,0.8,0.75,,"Most images show vertical linear elements like grass blades, plant stems, or elongated organic structures, but several tiles (5, 9, 12, 14, 16) deviate significantly, suggesting the feature may conflate vertical linearity with plant-related imagery."
2019,Elongated ridged gourds and squashes,0.92,False,0.8,0.7778,,"Images predominantly feature various species of ridged, grooved cucurbits including okra, bitter melon, and decorative gourds with characteristic longitudinal striations."
2090,Meerkats standing upright,0.95,False,0.8,0.75,,"Nearly all images show meerkats in their characteristic bipedal posture, often alert and scanning their environment."
2073,Turquoise or cyan colored birds,0.92,False,0.8,0.75,,"The majority of images feature birds with distinctive turquoise, cyan, or bright blue-green plumage, with a few exceptions showing other colored birds that appear to be related species from similar families."
2085,Crossword puzzles and grids,0.92,False,0.8,0.75,,"Images 5-16 show crossword puzzles in various states (blank, filled, printed), while images 1-4 show ornate buildings with grid-like architectural features, creating visual similarity through grid patterns."
2141,Ice cream in bowls or containers,0.92,False,0.8,0.75,,"Images consistently show various ice cream flavors and styles served in bowls, cups, or decorative containers, with characteristic rounded scoops and toppings."
2143,Text and typography in images,0.85,False,0.8,0.8,,"All images contain visible letters, words, or text as the primary visual element, whether painted, neon, embossed, or printed."
2154,Sliced baked cake or bread loaf,0.95,False,0.8,0.7778,,"All images show cross-sections or slices of baked goods with visible crumb structure, primarily cakes and quick breads in various flavors."
2195,Park benches with decorative metal armrests,0.92,False,0.8,0.75,,"All images show public seating with characteristic curved or ornamental metal support structures and armrests, typically found in parks and public spaces."
2164,Beer glasses and mugs,0.95,False,0.8,0.8182,,"All images prominently feature people holding and displaying beer glasses or beer mugs, typically in social/celebratory settings."
2199,Hula hoops,0.98,False,0.8,0.75,,All images feature people actively using or posing with hula hoops around their waists or bodies.
2128,Human faces on merchandise and collectibles,0.92,False,0.8,0.8182,,"Images consistently show human portraits displayed on consumer products including mugs, bottles, cans, cards, boxes, and decorative items."
2023,Cooking and food preparation,0.92,False,0.8,0.8333,,"All images show people actively engaged in cooking, stirring pots, preparing food, or handling cooking equipment in kitchen settings."
2182,Pink clustered flowers in gardens,0.92,False,0.8,0.7778,,"Images consistently show pink/magenta flowers with clustered blooms on green stems, characteristic of phlox or similar garden flowering plants."
2239,Meerkats,0.95,False,0.8,0.75,,"Nearly all images show meerkats in various poses and environments, displaying their characteristic upright posture, facial features, and tan/brown coloring."
2031,manicured fingernails and nail designs,0.95,False,0.8,0.75,,"All images show close-up views of hands displaying various nail styles, colors, and decorative designs including polish, acrylics, and nail art."
2212,Medieval armor and helmets,0.92,False,0.8,0.75,,"All images show metal protective gear from medieval knight armor, including helmets, chest plates, gauntlets, and other articulated metal components."
2044,Bottled liqueurs and spirits,0.95,False,0.8,0.8182,,"All images show glass bottles containing various liqueurs, spirits, or cordials with visible liquid contents and labels."
2231,athletic shoes with contrasting color panels,0.85,False,0.8,0.75,,"Images consistently show sneakers and athletic footwear featuring distinct two-tone or multi-color blocking patterns, particularly black and white or black and bright accent colors."
2256,Dense clustered foliage with bright colors,0.85,False,0.8,0.8,,"All images show tightly packed leaves or small flowers in vibrant yellow, green, red, or pink hues forming dense visual patterns."
1957,Threaded fasteners and bolts,0.95,False,0.8,0.8,,"All images show screws, bolts, or threaded rods with visible helical threading patterns, often paired with knobs or heads for fastening."
2269,electrical transmission towers and power lines,0.95,False,0.8,0.7778,,"All 16 images prominently feature high-voltage electrical transmission towers (pylons) with overhead power lines, often photographed against dramatic skies at various times of day."
2281,Turntable platter and tonearm,0.95,False,0.8,0.75,,"All images show DJ turntables or record players with prominent circular platters and various branded models including Stanton, Technics, and Ion."
2287,Beverages and drinks in glasses,0.85,False,0.8,0.8,,"Most images prominently feature various drinks including cocktails, wine, juice, and other beverages served in glasses, often alongside food or social dining contexts."
2205,Wine bottles and glasses,0.92,False,0.8,0.8182,,"All images feature wine bottles with glasses containing wine, either displayed together or in drinking contexts."
2248,Hand holding small object,0.85,False,0.8,0.7778,,"Images consistently show human hands grasping or presenting small objects like eggs, stones, or tools in close-up shots."
2307,Pink and purple flowers,0.95,False,0.8,0.8,,"All images show flowering plants with pink, purple, or magenta petals, primarily in close-up or garden settings."
2319,Restaurant interior with open kitchen,0.92,False,0.8,0.7778,,"All images show dining establishments with visible chef stations, cooking areas, or service counters integrated into the restaurant space, often with warm lighting and dark wood furnishings."
1782,Bare feet and legs,0.85,False,0.8,0.7778,,"The images consistently show exposed feet, legs, or lower body parts as the primary visual element, often in casual domestic or outdoor settings."
2335,Baked goods with scored/cut surface,0.92,False,0.8,0.7778,,"All images show baked items (breads, cakes, pastries) with distinctive scored, gridded, or cut patterns on their golden-brown surfaces."
2315,Small white clustered flowers on green foliage,0.92,False,0.8,0.7778,,"Images consistently show flowering plants with small white blooms arranged in dense clusters against green leafy backgrounds, characteristic of plants like hawthorn, spiraea, or similar ornamental shrubs."
2356,Vertical linear structures and forms,0.45,True,0.8,0.8,,"Images show diverse vertical elements (lightning bolts, bean pods, cacti, flowers, necklace pendant) but lack a cohesive single visual concept beyond vertical orientation."
2347,Fruit being cut with knife,0.92,False,0.8,0.7778,,"Nearly all images show fruit (apples, pears, citrus, or similar) with a knife blade visible in the frame, either actively cutting or positioned near the fruit."
2364,Mountain valleys and ski slopes,0.85,False,0.8,0.8,,"Images consistently show alpine terrain with cleared ski runs cutting through forested mountainsides, often with snow coverage and valley formations."
2388,Red torch ginger flowers,0.92,False,0.8,0.75,,"All images show the same tropical flower species (Etlingera elatior) with characteristic red bracts and dense, bumpy textured flower heads."
2406,Five-pointed star flowers,0.95,False,0.8,0.7778,,"All images show flowers with a distinctive five-pointed or five-lobed star-shaped corolla structure, varying in color from white to yellow to pink."
2363,Spiky spherical seed pods or burrs,0.85,False,0.8,0.75,,"Most images prominently feature round, spiky or bumpy seed structures characteristic of plants like burdock, thistle, or similar species with distinctive ball-shaped fruiting bodies."
2438,swings and swinging motion,0.92,False,0.8,0.75,,"The overwhelming majority of images feature children on swings in various park settings, with the characteristic suspended rope or chain apparatus and swinging posture."
2330,Decorative gourds and squashes,0.92,False,0.8,0.8,,"All images depict various types of ornamental gourds, decorative squashes, and pumpkins with characteristic ridged patterns, varied colorations (orange, yellow, white, green), and distinctive shapes typical of fall/autumn harvest produce."
2465,Spotted lily flowers with speckled petals,0.95,False,0.8,0.75,,"All images show lily flowers characterized by prominent dark spots or speckles distributed across their petals, primarily in orange, red, and yellow color variations."
2469,Large tree trunks and ancient trees,0.92,False,0.8,0.8182,,"All images prominently feature thick, substantial tree trunks in forest settings, often emphasizing old-growth or mature trees with distinctive bark textures and thick vertical forms."
2479,Small delicate wildflowers in natural settings,0.95,False,0.8,0.7778,,"All images consistently show small, delicate flowers (primarily pink, purple, and white) blooming in natural outdoor environments with grass and vegetation."
2411,Trowels and floats construction tools,0.92,False,0.8,0.75,,"Images 1-15 show various types of trowels and floats (construction/finishing tools with flat blades and handles), though image 16 appears to be a false positive showing an architectural building."
2518,Ant mounds and termite mounds,0.85,False,0.8,0.75,,"Images primarily show dome-shaped or mounded soil structures characteristic of ant and termite colonies, with some images capturing the insects themselves or close-up detail of the mound texture."
2511,Sweet pea flowers,0.85,False,0.8,0.75,,"All images display the characteristic clustered, delicate papilionaceous flowers of Lathyrus odoratus (sweet peas) in various pink, purple, and magenta hues."
2453,patterned carpets and rugs,0.95,False,0.8,0.75,,"All images show floor coverings with various patterns including floral, geometric, and decorative designs in indoor spaces."
2521,Red tubular flowers with green sepals,0.92,False,0.8,0.75,,"All images show distinctive red, tubular or trumpet-shaped flowers with prominent green leafy sepals at the base, characteristic of plants like Penstemons or similar flowering plants."
2358,Cashew nuts,0.95,False,0.8,0.8,,"All images show cashew nuts in various presentations - raw, roasted, shelled, or in bulk - distinguished by their characteristic curved kidney shape."
2513,Industrial metal lattice structures,0.85,False,0.8,0.8,,"Images predominantly feature exposed steel framework, metal grids, and skeletal industrial architecture including greenhouses, towers, bridges, and heavy machinery supports."
2533,Small yellow wildflowers,0.92,False,0.8,0.7778,,"All images consistently feature small yellow flowering plants, typically in natural outdoor settings like meadows, grasslands, or rocky areas."
2512,Large exposed boulders and rock formations,0.92,False,0.8,0.8,,"Images consistently show prominent, large rounded or angular boulders and rocky outcroppings as central visual elements in outdoor/landscape settings."
2555,Food dishes in round ceramic bowls,0.85,False,0.8,0.7778,,"Images predominantly feature various prepared foods (soups, stews, curries, pizzas) served in round terracotta or ceramic bowls/vessels."
2544,Palmate or lobed leaves,0.92,False,0.8,0.8182,,"All images show leaves with distinctive palmate (hand-like) or deeply lobed structure, characteristic of plants like grape vines, maples, or mulberry leaves."
2578,Cricket players,0.85,False,0.8,0.7778,,"The montage predominantly features cricket athletes in various uniforms and poses, though some images include other sports figures which slightly reduces confidence."
2546,Fabric textures and woven materials,0.72,True,0.8,0.7778,,"Images predominantly show close-up views of textiles, fabrics, and woven surfaces with various textures, colors, and weave patterns, though some objects like bags and tools are also present."
2610,Chocolate cake,0.98,False,0.8,0.75,,"All images consistently show chocolate cake in various presentations - sliced, whole, with frosting, and different styles of chocolate cake desserts."
2441,glass of milk or white liquid beverage,0.95,False,0.8,0.8,,"All images show milk or similar white opaque liquid in glasses or cups, with consistent presentation across various lighting and background conditions."
2603,Citrus fruits with white flowers,0.92,False,0.8,0.8,,"All images show orange or yellow citrus fruits (oranges, lemons, limes) alongside small white blossoms characteristic of citrus plants in bloom."
2620,Coral polyps and tentacles,0.92,False,0.8,0.75,,"All images show marine cnidarians with characteristic radial tentacle arrangements, including various coral species and sea anemones in underwater settings."
2648,Round spherical vegetables or produce,0.85,False,0.8,0.8,,"Images show people holding or displaying various round vegetables including cabbage, lettuce heads, melons, and other spherical produce items."
2659,Large mascot characters and costumed figures,0.92,False,0.8,0.75,,"All images prominently feature oversized mascot costumes or plush character suits that people are posing with or wearing, typically at public events or celebrations."
2338,Sandwich with bun and filling,0.95,False,0.8,0.8,,"All images show sandwiches consisting of a bread bun/roll with various savory fillings like meat, cheese, and vegetables."
2538,Coiled or spiral metallic structures,0.92,False,0.8,0.75,,"All images prominently feature tightly wound coils, spirals, or helical metallic components including springs, turbine rotors, heating elements, and industrial machinery parts."
2245,Blowing bubbles,0.95,False,0.8,0.7778,,"The feature activates on images of people or figures blowing soap bubbles, captured in various outdoor and indoor settings."
2650,Horses trotting or walking in motion,0.95,False,0.8,0.75,,"All images feature horses in various gaits of forward movement, captured mid-stride in different environments."
2569,dresses and skirts on models,0.85,False,0.8,0.7778,,All images show women wearing various styles of dresses or skirts displayed on fashion runways or in fashion contexts.
2359,Meandering rivers and waterways,0.92,False,0.8,0.7778,,"The feature consistently activates on curved, serpentine water bodies cutting through landscapes, visible in aerial perspectives of rivers, streams, and waterways with characteristic meandering or winding patterns."
2700,Shoulder bags and messenger bags,0.95,False,0.8,0.75,,"All images show various styles of shoulder-worn bags with straps, including messenger bags, satchels, and crossbody bags in different materials and colors."
2702,Leafy greens and lettuce varieties,0.92,False,0.8,0.7778,,"Images predominantly show various types of lettuce, leafy vegetables, and cruciferous greens in different colors and varieties (romaine, iceberg, red leaf, etc.)."
2615,Hair or fur texture,0.92,False,0.8,0.7778,,"All images show directional strands or fibers with visible texture patterns, whether from animal fur, human hair, or hair-like materials."
2754,Small brown birds,0.92,False,0.8,0.75,,"All images feature small passerine birds with predominantly brown or tan plumage, including sparrows, finches, and similar species in various natural and backyard settings."
2731,Plant stems and petioles,0.85,False,0.8,0.8333,,"The feature consistently activates on the junction between leaf petioles/stems and leaves, or the stem structures themselves, often showing the connection point where leaves attach to branches."
2720,Dips and salsa with tortilla chips,0.92,False,0.8,0.7778,,"Images consistently show various dips (guacamole, salsa, queso, hummus) served with tortilla chips or flatbread as accompaniments."
2794,Apples in storage boxes or trays,0.92,False,0.8,0.75,,"The majority of images show apples (red/dark colored) arranged in yellow or white compartmentalized storage boxes or trays, with some additional images of similar fruit organization systems."
2773,boat interior with benches and oars,0.95,False,0.8,0.7778,,"All images show small wooden or fiberglass boats photographed from above, emphasizing the distinctive interior bench seating, rowing benches, and structural ribbing patterns characteristic of rowboats or small recreational vessels."
2801,Compact electronic devices with screens or displays,0.72,False,0.8,0.8,,"Images show various small technological gadgets including routers, vintage TVs, cameras, and digital devices, many featuring screens or flat surfaces as primary visual elements."
2766,cocktail glass with liquid,0.95,False,0.8,0.8,,"All images show various cocktail or wine glasses filled with colored beverages, emphasizing the characteristic tapered glass shape and liquid contents."
2787,Drooping or pendulous flowering plants,0.85,False,0.8,0.7778,,"The images consistently show flowers arranged in hanging, cascading clusters or panicles characteristic of plants like amaranth, celosia, or similar species with drooping inflorescences."
2676,Windows with grid panes,0.92,False,0.8,0.8,,"All images prominently feature windows characterized by multi-pane grid divisions, typically in window frames of varying architectural styles and colors."
2849,Round yellow-green fruits,0.85,False,0.8,0.75,,"The feature detects spherical or round fruits with yellow-green coloring, primarily apples, melons, and similar produce."
2759,Ring-shaped hollow openings,0.92,False,0.8,0.8,,"All images feature prominent circular or oval hollow spaces/holes as the central visual element, whether in jewelry, ornaments, textile designs, or decorative objects."
2837,Yellow daisy-like flowers,0.95,False,0.8,0.75,,"All images show bright yellow or golden flowers with radiating petals arranged in a circular pattern, characteristic of daisies or gerberas."
2828,chocolate or brown beverages,0.92,False,0.8,0.8,,"The images predominantly show chocolate drinks, coffee, and other brown-colored beverages in various containers and presentations."
2889,Open flower blooms,0.85,False,0.8,0.7778,,"The feature activates on flowers in full bloom with visible petals spread open, including red poppies, pink cosmos, yellow and white flowers, with occasional non-flower images (bird, buds) representing noise."
2818,Roses with ruffled petals,0.85,False,0.8,0.75,,"All images show rose flowers characterized by densely layered, frilly or ruffled petal formations in various colors including pink, white, coral, and purple."
2910,People wearing helmets,0.92,False,0.8,0.8,,"The vast majority of images show individuals wearing various types of helmets (bike helmets, sports helmets, military helmets, climbing helmets) as the primary shared visual feature."
2922,Pies and tarts with various fillings,0.92,False,0.8,0.8182,,"All images show baked pie or tart dishes with different fillings (fruit, cream, chocolate, savory), consistently featuring a pastry crust base."
2609,Cats in gardens or outdoor settings,0.92,False,0.8,0.75,,"The vast majority of images feature cats (various colors and patterns) positioned in or near gardens with flowers, plants, and green vegetation."
2760,beverages in glasses with garnishes or toppings,0.85,False,0.8,0.8,,"The images consistently show various drinks served in glassware with visible garnishes, toppings, ice, or layered components like whipped cream, fruit, or herbs."
2936,Boats and vessels,0.75,True,0.8,0.7778,,"Images show various boats (wooden, fishing, military) but also include cooking vessels (woks, pots) and cooking equipment, suggesting the feature may conflate boat-shaped objects with bowl/vessel shapes."
2906,Small clustered white flowers on stem,0.95,False,0.8,0.7778,,"All images show densely packed small white or pale flowers arranged along a central green stem, characteristic of spike or raceme inflorescences."
2986,Field hockey player with stick,0.92,False,0.8,0.75,,"Images consistently show athletes holding field hockey sticks on artificial turf fields, with the stick being the defining feature across all examples."
2985,tall grass-like plants with narrow leaves,0.85,False,0.8,0.75,,"Most images show cereal crops (corn, sorghum, wheat) or similar monocots with characteristic long, narrow, striated leaves growing upright."
3001,Waterfront cityscape with high-rise buildings,0.92,False,0.8,0.7778,,"All images show coastal or waterfront urban scenes featuring tall buildings/skylines adjacent to water bodies (oceans, bays, or rivers)."
2925,Large indoor gatherings with crowds,0.92,False,0.8,0.8182,,"All images show multiple people assembled indoors in conference rooms, banquet halls, auditoriums, or event spaces, typically seated or standing together."
2983,Pizza,0.98,False,0.8,0.8,,"All images show various styles of pizza (thin crust, thick crust, round, square) with different toppings, clearly representing the food item pizza."
3005,Baked goods with visible texture and crumb structure,0.92,False,0.8,0.8,,"Images show various cakes, cookies, and baked items with prominent visible crumb patterns, layering, and baked surfaces."
2946,Reflections in sunglasses lenses,0.92,False,0.8,0.75,,"All images feature sunglasses or eyeglasses with visible reflections of scenes, people, or environments mirrored in the lenses."
3040,Bread crumb texture and interior structure,0.85,False,0.8,0.8,,"Images show close-up cross-sections and surfaces of various breads and baked goods, emphasizing their porous, granular crumb structure and texture."
3057,Stringed musical instruments and lutes,0.72,True,0.8,0.75,,"Most images show lutes, ouds, and similar stringed instruments (tiles 4,8,11,13,16), but many other tiles show underwater scenes, textures, and plants with no clear instrument connection, suggesting the feature may conflate multiple visual concepts."
3108,Lower body clothing and legs,0.85,False,0.8,0.7778,,"All 16 images feature pants, leggings, skirts, or legs in various styles and colors worn on the lower body."
3091,rug pad or underlay beneath carpet,0.92,False,0.8,0.8,,"The feature consistently activates on the visible non-slip or grip pads placed underneath rugs and carpets, showing the textured backing material."
3136,Ground covered with fallen leaves,0.85,False,0.8,0.7778,,"Images consistently show earth, grass, or ground surfaces densely covered with scattered fallen leaves in various colors and seasons."
3174,Plant nodes and stem joints,0.85,False,0.8,0.75,,"Images consistently show nodes, joints, and connection points along plant stems where leaves and branches emerge, featuring characteristic bulges and structural features of stem nodes."
3062,Curled or spiral shapes,0.72,True,0.8,0.8,,"Images show various objects with curved, coiled, or spiral forms including yarn/thread, wooden bowls, plant leaves, and tool spools, but some botanical images lack clear spiraling."
2909,Citrus fruit cross-sections,0.95,False,0.8,0.75,,"All images show the interior of cut citrus fruits (grapefruit, orange, lemon) displaying characteristic radial segments and central white pith."
3188,Patterned fabric or textile designs,0.75,False,0.8,0.7778,,"Most images show close-ups of printed or woven fabrics with various patterns including florals, polka dots, characters, and decorative motifs on textiles."
3222,Architectural arches and gateways,0.95,False,0.8,0.8182,,"Nearly all images feature prominent stone or decorative arches framing passageways, entrances, or street views through architectural structures."
3229,Classical portico with columns,0.95,False,0.8,0.8,,"All images feature neoclassical or Greek Revival architecture with prominent columned porticoes, typically on institutional or civic buildings."
3248,Pears on trees,0.95,False,0.8,0.7778,,"All images show pears in various stages of ripeness hanging from branches with leaves, captured in natural orchard or garden settings."
3286,Harp instrument,0.95,False,0.8,0.75,,"All images feature people playing or posing with harps, showing the distinctive vertical strings and frame characteristic of the instrument."
3242,Raspberry or bramble berry fruit,0.95,False,0.8,0.7778,,"All images show the characteristic aggregate fruit structure of Rubus species (raspberries/blackberries) with spherical drupelets in various stages of ripeness, from yellow to red to orange."
3309,Bold angular architectural forms,0.85,False,0.8,0.75,,"Images consistently show contemporary buildings and structures with dramatic geometric shapes, sharp angles, and cantilevered or triangular designs."
3329,Monumental stone columns and pillars,0.92,False,0.8,0.7778,,"The images consistently feature tall, standalone or architectural stone columns, pilasters, and cylindrical structures that serve as prominent urban monuments or building elements."
3333,Sailing ships and tall ships,0.92,False,0.8,0.75,,"The vast majority of images feature depictions of multi-masted sailing vessels (tall ships, clipper ships) either as decorative motifs on porcelain, in illustrations, or as standalone artwork."
3307,Software application user interface windows,0.85,False,0.8,0.8,,"All images show screenshots of various software interfaces, dialog boxes, menus, and application windows with visible UI elements like toolbars, buttons, and text fields."
2621,Chopped or diced vegetables,0.92,False,0.8,0.7778,,"The feature activates strongly on images showing vegetables that have been cut into small pieces, chunks, or shredded forms, across various vegetables like cabbage, beets, carrots, and greens."
3412,Maps and cartographic visualizations,0.92,False,0.8,0.75,,"The images predominantly show various types of maps including geographic maps, topographic maps, satellite maps, road maps, and weather maps with overlaid data visualization elements."
3401,Ceramic bowls and cups,0.92,False,0.8,0.8,,"The feature detects various ceramic dishware items, primarily bowls and cups in different colors, materials, and arrangements."
3390,formal evening gowns and dresses,0.95,False,0.8,0.8182,,"All images show women wearing long, elegant formal dresses in various styles, colors, and embellishments typical of evening wear, prom dresses, or formal occasions."
3432,Tall ships with full sails,0.95,False,0.8,0.8,,"All images feature traditional sailing vessels (square-rigged ships) with multiple masts and deployed canvas sails, ranging from white to tan colored fabric."
3440,Underground catacombs and ossuary spaces,0.92,False,0.8,0.7778,,"These images consistently show subterranean chambers, tunnels, and vaults decorated or filled with human bones, particularly skulls, characteristic of European catacombs and ossuaries."
3461,Toy trains and rail vehicles,0.92,False,0.8,0.75,,"The images predominantly feature miniature model trains, locomotives, and rail cars on model railroad tracks, with occasional toy trucks (images 1, 14) that appear to be part of the same toy/model vehicle category."
3470,Parallel lines and stripes patterns,0.85,False,0.8,0.8182,,"Images consistently show regular, parallel linear patterns whether vertical, horizontal, or diagonal stripes in various materials and contexts."
3405,Bathroom towel rails and holders,0.92,False,0.8,0.75,,"All images show wall-mounted fixtures designed to hold and display towels, with various styles and materials including chrome, brass, and steel."
3472,Pickup truck tailgate and rear section,0.92,False,0.8,0.7778,,"All images show the rear portion of pickup trucks, focusing on tailgates, tail lights, and the distinctive truck bed area."
3465,Round fruits and vegetables,0.92,False,0.8,0.8,,"Images predominantly feature spherical or nearly spherical produce including apples, tomatoes, olives, grapes, and various round vegetables photographed from close-up angles."
3369,Fortified hilltop castles and fortresses,0.95,False,0.8,0.75,,"Nearly all images feature medieval castles, forts, or fortified structures built on elevated terrain, often in mountainous or hilly landscapes."
3529,Small songbirds perched on branches,0.92,False,0.8,0.75,,"All images show small passerine birds (warblers, flycatchers, wrens) in typical perching poses on twigs and branches in natural settings."
3525,Desert succulent plants with curved leaves,0.85,False,0.8,0.75,,"All images show agave or similar desert succulents with characteristic curved, striated leaves growing in arid/sandy soil environments."
3560,Leafy green vegetable texture,0.95,False,0.8,0.7778,,"All 16 images show the same close-up view of cabbage or similar leafy green cruciferous vegetables with characteristic bumpy, wrinkled leaf texture."
3553,Aircraft landing gear and wheels,0.92,False,0.8,0.7778,,"All images prominently feature the undercarriage/landing gear of commercial aircraft, either deployed during landing/takeoff or visible from ground-level perspectives."
3539,Cauliflower in various preparations,0.95,False,0.8,0.8,,"All images show cauliflower as the primary subject, either raw, cooked, or prepared in different dishes, consistently displaying the characteristic floret structure."
3519,String instruments being played,0.92,False,0.8,0.75,,"Images prominently feature violins, cellos, and guitars being played in various performance settings and lighting conditions."
3551,Bulldogs and bulldog-type dogs,0.92,False,0.8,0.7778,,"The images consistently feature bulldogs, including English bulldogs, French bulldogs, and similar stocky, short-faced dog breeds with characteristic wrinkled faces and compact builds."
3575,White water lilies with yellow centers,0.95,False,0.8,0.75,,"All images consistently show white or pale water lily flowers with prominent yellow stamens in the center, viewed from above against green foliage."
3591,Wooden benches and seating,0.85,False,0.8,0.75,,"The images consistently show wooden benches, picnic tables, and seating furniture in outdoor settings, often at parks or recreational areas."
3538,Spherical grids and geodesic domes,0.95,False,0.8,0.7778,,"All images show 3D spherical structures with radial grid patterns, geodesic lines, or mesh overlays on spherical surfaces."
3600,Orange or ginger cats,0.92,False,0.8,0.7778,,"The vast majority of images show orange/ginger colored cats, with consistent warm tan/orange coloring throughout the montage."
3579,Cannons and cannon barrels,0.95,False,0.8,0.8182,,"All images prominently feature cannons or cannon barrels in various states of preservation, settings, and orientations, from historical monuments to decorative installations."
3604,fine feathery plant foliage,0.95,False,0.8,0.8,,"All images show delicate, thread-like or hair-like plant structures with fine branching patterns, characteristic of feathery or finely-divided botanical features like asparagus ferns, fennel, or similar fine-textured vegetation."
3441,Eucalyptus trees and woodlands,0.92,False,0.8,0.75,,"The images consistently show eucalyptus trees with characteristic pale bark, often in woodland or savanna-like settings, predominantly in Australian landscapes."
